device_id,EngSpeed,EngOilPress,EngCoolantTemp,EngFuelRate,BatteryPotential_PowerInput1,EngSpeed_normal,EngOilPress_normal,EngCoolantTemp_normal,EngFuelRate_normal,BatteryPotential_PowerInput1_normal,normal_label
id0002,-0.102929157,0.412898101,-0.387264815,2.586033219,0.863841561,True,True,True,True,True,True
id0006,1.303056528,1.46866728,0.305468698,-0.296365363,-1.29161847,True,True,True,True,True,True
id0002,-0.942146401,-0.780474212,-1.079998327,-0.639508052,1.079387564,True,True,True,True,True,True
id0006,-0.307715074,-0.488219768,0.998202211,0.89143625,-1.650861809,True,True,True,True,True,True
id0004,-0.942855178,-0.756119675,-1.079998327,-1.800914074,-0.070191119,True,True,True,True,True,True
id0006,-0.942829865,-0.731765138,-1.77273184,-1.035441923,-0.285737122,True,True,True,True,True,True
id0002,0.753982199,0.331310402,0.305468698,2.818314424,-16.88277936,True,True,True,True,True,True
id0002,0.699153238,0.705152545,0.305468698,-1.589749343,1.151236232,True,True,True,True,True,True
id0006,0.423793385,0.218061805,0.305468698,1.656908401,0.073506216,True,True,True,True,True,True
id0004,-0.942703297,-0.886416448,-1.079998327,-0.665903643,-0.501283125,True,True,True,True,True,True
id0002,-0.942956432,-0.756119675,-1.079998327,-0.61311246,-0.213888454,True,True,True,True,True,True
id0004,-0.937260903,0.437252638,-1.77273184,-1.510562569,-2.010105147,True,True,True,True,True,True
id0002,1.8525865,1.728043099,0.998202211,0.759458293,0.648295558,True,True,True,True,True,True
id0006,-0.943614582,-0.853537823,-1.079998327,-1.141024289,-0.429434457,True,True,True,True,True,True
id0004,-0.942627357,-0.253198486,-1.079998327,0.685550637,1.510479571,True,True,True,True,True,True
id0002,0.593216394,0.705152545,0.305468698,-1.114628697,-0.860526464,True,True,True,True,True,True
id0002,-0.607198656,-0.658701527,-0.387264815,-1.589749343,-0.644980461,True,True,True,True,True,True
id0002,0.784813997,0.656443471,1.690935723,-0.269969772,-0.501283125,True,True,True,True,True,True
id0006,-0.94257673,-0.74637786,-1.77273184,-1.241327536,0.720144226,True,True,True,True,True,True
id0004,-0.250354766,-0.025483565,-1.079998327,0.981181261,-1.794559144,True,True,True,True,True,True
id0006,-0.942146401,-0.829183286,-1.079998327,-0.877068375,1.151236232,True,True,True,True,True,True
id0002,-0.6586103,-0.902246897,0.305468698,0.907273605,-0.429434457,True,True,True,True,True,True
id0004,-0.517361176,-0.921730526,0.998202211,0.52189797,0.28905222,True,True,True,True,True,True
id0004,-0.339913799,-0.512574305,0.998202211,-0.164387406,-0.716829128,True,True,True,True,True,True
id0002,0.347169532,0.09628912,0.998202211,0.944227433,-2.441197153,True,True,True,True,True,True
id0004,1.076931362,1.192243285,0.998202211,-0.428343321,0.935690229,True,True,True,True,True,True
id0006,-0.94265267,-0.829183286,-1.079998327,-1.009046332,0.648295558,True,True,True,True,True,True
id0006,2.412444365,2.117715691,-1.77273184,-0.269969772,0.935690229,False,True,True,True,True,False
id0002,0.070873082,-0.350616634,0.998202211,0.073172916,-0.501283125,True,True,True,True,True,True
id0002,0.833086771,0.559025323,0.305468698,0.495502379,-0.429434457,True,True,True,True,True,True
id0006,0.238751969,0.18518318,0.998202211,0.627480336,-1.866407812,True,True,True,True,True,True
id0002,-0.942703297,-0.950955971,-1.079998327,-0.7978816,0.28905222,True,True,True,True,True,True
id0004,-0.942905805,-0.999665045,-0.387264815,-1.141024289,-10.63194527,True,True,True,True,True,True
id0006,-0.943133626,-0.731765138,-1.77273184,-1.193815472,0.935690229,True,True,True,True,True,True
id0006,-0.942981745,-0.950955971,-1.079998327,1.392952487,0.648295558,True,True,True,True,True,True
id0006,-0.942728611,-0.999665045,-1.079998327,1.588279864,0.504598223,True,True,True,True,True,True
id0002,-0.942981745,-1.024019582,-1.079998327,1.155392164,1.151236232,True,True,True,True,True,True
id0002,-0.942450163,-0.921730526,-1.079998327,0.331849712,0.648295558,True,True,True,True,True,True
id0006,-0.498452019,-0.780474212,1.690935723,0.046777325,-0.429434457,True,True,True,True,True,True
id0002,-0.943032372,-0.935125522,-1.079998327,0.152359691,0.360900887,True,True,True,True,True,True
id0002,1.920021566,1.825461247,-0.387264815,0.310733239,-0.429434457,True,True,True,True,True,False
id0002,1.14927724,1.094825137,0.998202211,0.495502379,-1.866407812,True,True,True,True,True,True
id0004,-0.943133626,-1.218855878,-0.387264815,0.944227433,0.648295558,True,True,True,True,True,True
id0006,-0.943108313,-1.194501341,0.305468698,1.023414207,-0.644980461,True,True,True,True,True,True
id0006,1.073235596,1.265306896,0.998202211,-0.533925686,0.720144226,True,True,True,True,True,True
id0002,-0.757636568,-1.072728656,-0.387264815,1.044530681,-0.070191119,True,True,True,True,True,True
id0004,2.453173728,2.190779302,-1.079998327,0.785853885,-5.171446526,False,True,True,True,True,False
id0002,1.035290715,1.119179674,-0.387264815,0.442711196,0.360900887,True,True,True,True,True,True
id0002,1.57439154,1.31401597,0.998202211,1.102600982,-0.285737122,True,True,True,True,True,False
id0002,-0.942855178,-1.03254367,-0.387264815,0.337128831,0.504598223,True,True,True,True,True,True
id0002,1.094296398,1.240952359,-0.387264815,-1.141024289,-10.84749128,True,True,True,True,True,True
id0002,0.793192753,2.970124486,-16.32013561,0.442711196,-4.596657185,True,True,True,True,True,True
id0002,0.540690958,0.33983449,0.998202211,0.020381734,0.073506216,True,True,True,True,True,False
id0006,-0.932646778,-0.519439831,-0.397178976,-0.824369913,-1.499451416,True,True,True,True,True,True
id0004,-0.938071777,-0.519439831,-0.397178976,-0.638025717,-1.545806138,True,True,True,True,True,True
id0006,0.360796356,0.321103168,0.466342035,0.056529922,0.669949603,True,True,True,True,True,True
id0002,-0.932424846,-0.519439831,-0.397178976,-0.822675875,-1.499451416,True,True,True,True,True,True
id0006,-0.809203384,-0.896234968,-0.828939482,0.166642402,0.674585076,True,True,True,True,True,True
id0006,-0.932474164,-0.519439831,-4.714784031,-0.798959341,-1.538080351,True,True,True,True,True,True
id0002,0.124019795,0.205166203,1.329863046,-0.211128105,0.401092212,True,True,True,True,True,False
id0006,-0.809499293,-0.809282244,-0.397178976,-0.095933511,0.617414251,True,True,True,True,True,True
id0002,0.058525258,-0.519439831,0.466342035,-0.472009979,-1.545806138,True,True,True,True,True,True
id0006,-0.06237825,0.987740719,-2.124220998,0.254732385,0.702397909,True,True,True,True,True,True
id0006,-0.932770073,-0.519439831,-0.828939482,-0.824369913,-1.51490299,True,True,True,True,True,True
id0003,-0.947836776,-0.519439831,-0.828939482,-0.588898611,-1.491725629,True,True,True,True,True,True
id0002,0.45450089,0.900787995,0.03458153,0.666383655,0.686946335,True,True,True,True,True,True
id0006,-0.93232621,-0.519439831,-0.828939482,-0.80912357,-1.476274054,True,True,True,True,True,True
id0002,-0.932819392,-0.519439831,-0.397178976,-0.820981837,-1.51490299,True,True,True,True,True,True
id0006,-0.08400427,0.621090066,3.056905068,1.247438739,0.694672122,True,True,True,True,True,True
id0006,-0.932350869,-0.519439831,-0.828939482,-0.820981837,-1.46082248,True,True,True,True,False,False
id0006,-0.932548142,-0.519439831,-0.397178976,-0.824369913,-1.491725629,True,True,True,True,True,True
id0002,0.543495538,-0.519439831,-0.397178976,-0.492338437,-1.507177203,True,True,True,True,True,True
id0006,-0.932942687,-0.519439831,-0.397178976,-0.824369913,-1.522628777,True,True,True,True,True,True
id0004,-0.931980983,-0.519439831,-0.397178976,-0.819287799,-1.491725629,True,True,True,True,True,True
id0004,-0.012887461,0.263134686,0.466342035,-0.138284464,0.623594881,True,True,True,True,True,True
id0003,1.41149543,-0.519439831,0.03458153,-0.150142731,-1.522628777,True,True,True,True,True,True
id0006,-0.932696096,-0.519439831,-0.828939482,-0.824369913,-1.491725629,True,True,True,True,True,True
id0002,1.161674211,-0.519439831,0.03458153,0.051447808,-1.5689835,True,True,True,True,True,True
id0006,1.092949333,-0.519439831,0.898102541,0.020955121,-1.553531926,True,True,True,True,True,True
id0002,-0.932696096,-0.519439831,-3.85126302,-0.814205685,-1.491725629,True,True,True,True,True,True
id0003,-0.068888249,0.871803754,0.03458153,0.065000113,0.702397909,True,True,True,True,True,True
id0006,-0.932720755,-0.519439831,0.898102541,-0.817593761,-1.5689835,True,True,True,True,True,True
id0006,-0.932671437,-0.519439831,-0.828939482,-0.815899723,-1.483999842,True,True,True,True,True,True
id0002,-0.932424846,-0.519439831,-0.397178976,-0.819287799,-1.483999842,True,True,True,True,True,True
id0004,-0.809573271,-0.728126368,-0.828939482,-0.028171985,0.688491492,True,True,True,True,True,True
id0006,1.080743085,1.335551616,0.03458153,0.014178969,0.679220548,True,True,True,True,True,True
id0004,-0.932819392,-0.519439831,0.03458153,-0.815899723,-1.499451416,True,True,True,True,True,True
id0006,-0.59548307,-0.519439831,-0.397178976,-0.651578023,-1.545806138,True,True,True,True,True,True
id0006,-0.18996437,-0.519439831,-0.397178976,-0.70917532,-1.553531926,True,True,True,True,True,True
id0006,-0.061712455,-0.780298003,0.03458153,0.005708778,0.662223816,True,True,True,True,True,False
id0004,1.619544154,-0.519439831,0.898102541,0.088716647,-1.545806138,True,True,True,True,True,True
id0006,-0.932375528,-0.519439831,-0.397178976,-0.824369913,-1.507177203,True,True,True,True,True,True
id0004,-0.809277362,-0.92521921,-0.397178976,0.217463546,0.676130233,True,True,True,True,True,True
id0002,-0.809795202,-0.548424072,-0.397178976,-0.214516181,0.68385602,True,True,True,True,True,True
id0006,-0.933164619,-0.519439831,0.03458153,-0.824369913,-1.51490299,True,True,True,True,True,True
id0004,-0.68307215,-0.519439831,-0.397178976,-0.649883984,-1.545806138,True,True,True,True,True,True
id0004,1.036085477,-0.519439831,0.898102541,-0.06035871,-1.592160861,True,True,True,True,True,True
id0002,-0.809425316,-0.92521921,0.03458153,0.014178969,0.699307594,True,True,True,True,True,True
id0006,-0.932671437,-0.519439831,-0.397178976,-0.822675875,-1.507177203,True,True,True,True,True,True
id0002,-0.809449975,-0.809282244,-0.397178976,0.437688505,0.693126965,True,True,True,True,True,True
id0006,-0.809104748,-0.751313761,0.466342035,-0.036642176,0.676130233,True,True,True,True,True,True
id0002,0.797508802,-0.519439831,0.03458153,-0.221292334,-1.538080351,True,True,True,True,True,True
id0006,-0.80905543,-0.84841097,-0.397178976,0.192052974,0.659133501,True,True,True,True,True,True
id0004,0.584824169,-0.519439831,-0.397178976,-0.168777151,-1.507177203,True,True,True,True,True,True
id0006,-0.809819862,-0.867250727,-0.397178976,0.242874118,0.676130233,True,True,True,True,True,True
id0002,0.761654488,-0.519439831,0.466342035,0.022649159,-1.553531926,True,True,True,True,True,True
id0002,0.435414756,-0.519439831,-0.397178976,-0.245008868,-1.538080351,True,True,True,True,True,True
id0006,0.930988445,1.354391373,-0.397178976,0.454628887,0.418088944,True,True,True,True,True,True
id0004,0.07521946,-0.519439831,-0.397178976,-0.311076355,-1.545806138,True,True,True,True,True,True
id0002,-0.932918028,-0.519439831,0.03458153,-0.824369913,-1.51490299,True,True,True,True,True,True
id0004,-0.064794841,0.987740719,-2.555981504,0.429218314,0.710123696,True,True,True,True,True,True
id0002,-0.336316057,-0.519439831,1.329863046,-0.622779374,-1.553531926,True,True,True,True,True,True
id0006,-0.932400187,-0.519439831,-0.828939482,-0.824369913,-1.491725629,True,True,True,True,True,True
id0004,1.017985706,-0.519439831,0.03458153,0.391949475,-1.553531926,True,True,True,True,True,True
id0002,1.078400472,-0.519439831,0.03458153,-0.101015625,-1.561257713,True,True,True,True,True,True
id0002,-0.932696096,-0.519439831,-0.828939482,-0.815899723,-1.491725629,True,True,True,True,True,True
id0002,-0.933065983,-0.519439831,0.03458153,-0.824369913,-1.51490299,True,True,True,True,True,True
id0006,-0.932350869,-0.519439831,-0.828939482,-0.815899723,-1.483999842,True,True,True,True,True,True
id0004,-0.93259746,-0.519439831,-0.828939482,-0.820981837,-1.476274054,True,True,True,True,True,True
id0006,-0.932548142,-0.519439831,-0.828939482,-0.814205685,-1.491725629,True,True,True,True,True,True
id0002,0.888352882,1.21961465,0.03458153,0.217463546,0.654498029,True,True,True,True,True,True
id0004,-0.932622119,-0.519439831,0.03458153,-0.824369913,-1.476274054,True,True,True,True,True,True
id0004,0.16524979,-0.519439831,-6.873586559,-0.283971745,-1.553531926,True,True,True,True,True,True
id0002,-0.932350869,-0.519439831,-0.828939482,-0.824369913,-1.51490299,True,True,True,True,True,True
id0004,-0.932819392,-0.519439831,0.03458153,-0.826063952,-1.51490299,True,True,True,True,True,True
id0006,-0.809573271,-0.519439831,-0.828939482,-0.477092094,0.69621728,True,True,True,True,True,True
id0006,0.02738083,-0.374518624,0.03458153,-0.036642176,0.64213677,True,True,True,True,True,False
id0002,-0.932474164,-0.519439831,-0.828939482,-0.824369913,-1.499451416,True,True,True,True,True,True
id0002,0.70834154,1.122517442,0.898102541,0.115821257,0.657588344,True,True,True,True,True,True
id0006,-0.93259746,-0.519439831,-0.397178976,-0.824369913,-1.491725629,True,True,True,True,True,True
id0002,-0.809252702,-0.92521921,0.466342035,-0.045112366,0.666859289,True,True,True,True,True,True
id0004,2.135831476,-0.519439831,1.329863046,0.00401474,-1.5689835,True,True,True,True,True,True
id0006,0.520414632,-0.519439831,0.03458153,0.125985486,-1.538080351,True,True,True,True,True,True
id0006,-0.936419618,-0.519439831,-0.397178976,-0.798959341,-1.491725629,True,True,True,True,True,True
id0006,0.443798846,-0.519439831,0.466342035,-0.219598295,-1.522628777,True,True,True,True,True,True
id0002,-0.939551323,-0.519439831,0.466342035,-0.758302426,-1.530354564,True,True,True,True,True,True
id0002,-0.06587984,0.929772237,-2.987742009,0.705346532,0.702397909,True,True,True,True,True,True
id0006,-0.809080089,-0.664361037,-0.828939482,-0.112873892,0.669949603,True,True,True,True,True,True
id0002,-0.93178371,-0.519439831,-0.397178976,-0.80912357,-1.491725629,True,True,True,True,True,True
id0002,-0.809228043,-0.964347935,-0.397178976,0.115821257,0.671494761,True,True,True,True,True,True
id0002,1.852597193,-0.519439831,-0.828939482,0.061612037,-1.553531926,True,True,True,True,True,True
id0004,-0.932548142,-0.519439831,0.03458153,-0.820981837,-1.561257713,True,True,True,True,True,True
id0006,-0.932720755,-0.519439831,-6.010065548,-0.798959341,-1.491725629,True,True,True,True,True,True
id0006,2.399979625,-0.519439831,0.466342035,-0.033254099,-1.553531926,False,True,True,True,True,False
id0002,2.323733726,2.919540405,-0.828939482,0.022649159,0.679220548,True,True,True,True,True,False
id0004,0.206529103,-0.519439831,-0.397178976,-0.466927865,-1.538080351,True,True,True,True,True,True
id0002,-0.932572801,-0.519439831,-0.397178976,-0.80912357,-1.491725629,True,True,True,True,True,True
id0002,0.763010738,-0.519439831,0.898102541,-0.199269838,-1.553531926,True,True,True,True,True,True
id0002,1.026493092,1.683362512,-0.397178976,0.183582783,0.659133501,True,True,True,True,True,True
id0002,2.022375013,2.393476425,1.761623552,-0.045112366,0.628230353,True,True,True,True,True,True
id0002,-0.069701999,1.161646168,-3.85126302,0.109045105,0.710123696,True,True,True,True,True,True
id0002,1.01734457,1.625394029,0.03458153,-0.222986372,0.646772242,True,True,True,True,True,True
